checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking account,24,critical account,car (used),2346,< 100 DM,4 <= x < 7 yrs,4,male:single,none,3,car,35,none,own,2,skilled,1,yes,yes,Good Risk
< 0 DM,14,existing paid back,car (new),3973,< 100 DM,unemployed,1,male:single,none,4,no property,22,none,for free,1,skilled,1,none,yes,Good Risk
0 <= x < 200 DM,12,existing paid back,car (new),888,< 100 DM,>= 7 yrs,4,male:single,none,4,car,41,bank,own,1,unskilled resident,2,none,yes,Bad Risk
no checking account,48,existing paid back,radio/tv,10222,no savings,4 <= x < 7 yrs,4,male:single,none,3,car,37,stores,own,1,skilled,1,yes,yes,Good Risk
0 <= x < 200 DM,30,no credits/all paid,business,4221,< 100 DM,1 <= x < 4 yrs,2,female:div/dep/mar,none,1,car,28,none,own,2,skilled,1,none,yes,Good Risk
0 <= x < 200 DM,18,critical account,furniture/equip,6361,< 100 DM,>= 7 yrs,2,male:single,none,1,no property,41,none,own,1,skilled,1,yes,yes,Good Risk
>= 200 DM,12,existing paid back,radio/tv,1297,< 100 DM,1 <= x < 4 yrs,3,male:mar/wid,none,4,real estate,23,none,rent,1,skilled,1,none,yes,Good Risk
< 0 DM,12,existing paid back,car (new),900,no savings,1 <= x < 4 yrs,4,male:mar/wid,none,2,car,23,none,own,1,skilled,1,none,yes,Bad Risk
no checking account,21,existing paid back,furniture/equip,2241,< 100 DM,>= 7 yrs,4,male:single,none,2,real estate,50,none,own,2,skilled,1,none,yes,Good Risk
0 <= x < 200 DM,6,delay in past,furniture/equip,1050,< 100 DM,unemployed,4,male:single,none,1,life insurance,35,stores,own,2,high qual/mgmt,1,yes,yes,Good Risk
>= 200 DM,6,critical account,education,1047,< 100 DM,1 <= x < 4 yrs,2,female:div/dep/mar,none,4,life insurance,50,none,own,1,unskilled resident,1,none,yes,Good Risk
no checking account,24,critical account,others,6314,< 100 DM,unemployed,4,male:single,co-applicant,2,no property,27,bank,own,2,high qual/mgmt,1,yes,yes,Good Risk
0 <= x < 200 DM,30,all paid back here,furniture/equip,3496,>= 1000 DM,1 <= x < 4 yrs,4,male:single,none,2,car,34,stores,own,1,skilled,2,yes,yes,Good Risk
no checking account,48,all paid back here,business,3609,< 100 DM,1 <= x < 4 yrs,1,female:div/dep/mar,none,1,real estate,27,stores,own,1,skilled,1,none,yes,Good Risk
< 0 DM,12,critical account,car (new),4843,< 100 DM,>= 7 yrs,3,male:single,co-applicant,4,life insurance,43,none,rent,2,skilled,1,yes,yes,Bad Risk
>= 200 DM,30,critical account,radio/tv,3017,< 100 DM,>= 7 yrs,4,male:single,none,4,life insurance,47,none,own,1,skilled,1,none,yes,Good Risk
no checking account,24,critical account,business,4139,100 <= x < 500 DM,1 <= x < 4 yrs,3,male:single,none,3,life insurance,27,none,own,2,unskilled resident,1,yes,yes,Good Risk
no checking account,36,existing paid back,business,5742,100 <= x < 500 DM,4 <= x < 7 yrs,2,male:single,none,2,car,31,none,own,2,skilled,1,yes,yes,Good Risk
no checking account,60,existing paid back,car (new),10366,< 100 DM,>= 7 yrs,2,male:single,none,4,life insurance,42,none,own,1,high qual/mgmt,1,yes,yes,Good Risk
no checking account,6,critical account,car (new),2080,500 <= x < 1000 DM,1 <= x < 4 yrs,1,male:mar/wid,none,2,car,24,none,own,1,skilled,1,none,yes,Good Risk
no checking account,21,delay in past,business,2580,500 <= x < 1000 DM,< 1 yr,4,male:single,none,2,real estate,41,bank,own,1,unskilled resident,2,none,yes,Bad Risk
no checking account,30,critical account,radio/tv,4530,< 100 DM,4 <= x < 7 yrs,4,female:div/dep/mar,none,4,car,26,none,rent,1,high qual/mgmt,1,yes,yes,Good Risk
no checking account,24,critical account,furniture/equip,5150,< 100 DM,>= 7 yrs,4,male:single,none,4,car,33,none,own,1,skilled,1,yes,yes,Good Risk
0 <= x < 200 DM,72,existing paid back,radio/tv,5595,100 <= x < 500 DM,1 <= x < 4 yrs,2,male:mar/wid,none,2,car,24,none,own,1,skilled,1,none,yes,Bad Risk
< 0 DM,24,existing paid back,radio/tv,2384,< 100 DM,>= 7 yrs,4,male:single,none,4,real estate,64,bank,rent,1,unskilled resident,1,none,yes,Good Risk
no checking account,18,existing paid back,radio/tv,1453,< 100 DM,< 1 yr,3,female:div/dep/mar,none,1,real estate,26,none,own,1,skilled,1,none,yes,Good Risk
no checking account,6,existing paid back,education,1538,< 100 DM,< 1 yr,1,female:div/dep/mar,none,2,no property,56,none,own,1,skilled,1,none,yes,Good Risk
no checking account,12,existing paid back,radio/tv,2279,no savings,1 <= x < 4 yrs,4,male:single,none,4,no property,37,none,for free,1,skilled,1,yes,yes,Good Risk
no checking account,15,delay in past,radio/tv,1478,< 100 DM,1 <= x < 4 yrs,4,male:mar/wid,none,3,real estate,33,bank,own,2,skilled,1,none,yes,Good Risk
no checking account,24,critical account,radio/tv,5103,< 100 DM,< 1 yr,3,male:mar/wid,none,3,no property,47,none,for free,3,skilled,1,yes,yes,Good Risk
0 <= x < 200 DM,36,delay in past,business,9857,100 <= x < 500 DM,4 <= x < 7 yrs,1,male:single,none,3,life insurance,31,none,own,2,unskilled resident,2,yes,yes,Good Risk
no checking account,60,existing paid back,car (new),6527,no savings,1 <= x < 4 yrs,4,male:single,none,4,no property,34,none,for free,1,skilled,2,yes,yes,Good Risk
>= 200 DM,10,critical account,radio/tv,1347,no savings,4 <= x < 7 yrs,4,male:single,none,2,life insurance,27,none,own,2,skilled,1,yes,yes,Good Risk
0 <= x < 200 DM,36,delay in past,car (new),2862,100 <= x < 500 DM,>= 7 yrs,4,male:single,none,3,no property,30,none,for free,1,skilled,1,none,yes,Good Risk
no checking account,9,existing paid back,radio/tv,2753,100 <= x < 500 DM,>= 7 yrs,3,male:single,co-applicant,4,car,35,none,own,1,skilled,1,yes,yes,Good Risk
< 0 DM,12,existing paid back,car (new),3651,>= 1000 DM,1 <= x < 4 yrs,1,male:single,none,3,life insurance,31,none,own,1,skilled,2,none,yes,Good Risk
< 0 DM,15,critical account,furniture/equip,975,< 100 DM,1 <= x < 4 yrs,2,male:divorced,none,3,life insurance,25,none,own,2,skilled,1,none,yes,Good Risk
0 <= x < 200 DM,15,existing paid back,repairs,2631,100 <= x < 500 DM,1 <= x < 4 yrs,3,female:div/dep/mar,none,2,real estate,25,none,own,1,unskilled resident,1,none,yes,Good Risk
0 <= x < 200 DM,24,existing paid back,radio/tv,2896,100 <= x < 500 DM,< 1 yr,2,male:single,none,1,car,29,none,own,1,skilled,1,none,yes,Good Risk
< 0 DM,6,critical account,car (new),4716,no savings,< 1 yr,1,male:single,none,3,real estate,44,none,own,2,unskilled resident,2,none,yes,Good Risk
no checking account,24,existing paid back,radio/tv,2284,< 100 DM,4 <= x < 7 yrs,4,male:single,none,2,car,28,none,own,1,skilled,1,yes,yes,Good Risk
no checking account,6,existing paid back,car (used),1236,500 <= x < 1000 DM,1 <= x < 4 yrs,2,male:single,none,4,life insurance,50,none,rent,1,skilled,1,none,yes,Good Risk
0 <= x < 200 DM,12,existing paid back,radio/tv,1103,< 100 DM,4 <= x < 7 yrs,4,male:single,guarantor,3,real estate,29,none,own,2,skilled,1,none,no,Good Risk
no checking account,12,critical account,car (new),926,< 100 DM,unemployed,1,female:div/dep/mar,none,2,life insurance,38,none,own,1,unemp/unskilled non-res,1,none,yes,Good Risk
no checking account,18,critical account,radio/tv,1800,< 100 DM,1 <= x < 4 yrs,4,male:single,none,2,car,24,none,own,2,skilled,1,none,yes,Good Risk
>= 200 DM,15,existing paid back,education,1905,< 100 DM,>= 7 yrs,4,male:single,none,4,car,40,none,rent,1,high qual/mgmt,1,yes,yes,Good Risk
no checking account,12,existing paid back,furniture/equip,1123,500 <= x < 1000 DM,1 <= x < 4 yrs,4,female:div/dep/mar,none,4,car,29,none,rent,1,unskilled resident,1,none,yes,Bad Risk
< 0 DM,48,critical account,car (used),6331,< 100 DM,>= 7 yrs,4,male:single,none,4,no property,46,none,for free,2,skilled,1,yes,yes,Bad Risk
>= 200 DM,24,existing paid back,radio/tv,1377,100 <= x < 500 DM,>= 7 yrs,4,female:div/dep/mar,none,2,no property,47,none,for free,1,skilled,1,yes,yes,Good Risk
0 <= x < 200 DM,30,delay in past,business,2503,100 <= x < 500 DM,>= 7 yrs,4,male:single,none,2,life insurance,41,stores,own,2,skilled,1,none,yes,Good Risk
0 <= x < 200 DM,27,existing paid back,business,2528,< 100 DM,< 1 yr,4,female:div/dep/mar,none,1,life insurance,32,none,own,1,skilled,2,yes,yes,Good Risk
no checking account,15,existing paid back,car (new),5324,500 <= x < 1000 DM,>= 7 yrs,1,female:div/dep/mar,none,4,no property,35,none,for free,1,skilled,1,none,yes,Good Risk
0 <= x < 200 DM,48,existing paid back,car (new),6560,100 <= x < 500 DM,4 <= x < 7 yrs,3,male:single,none,2,life insurance,24,none,own,1,skilled,1,none,yes,Bad Risk
0 <= x < 200 DM,12,no credits/all paid,furniture/equip,2969,< 100 DM,< 1 yr,4,female:div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,none,yes,Bad Risk
0 <= x < 200 DM,9,existing paid back,radio/tv,1206,< 100 DM,>= 7 yrs,4,female:div/dep/mar,none,4,real estate,25,none,own,1,skilled,1,none,yes,Good Risk
0 <= x < 200 DM,9,existing paid back,radio/tv,2118,< 100 DM,1 <= x < 4 yrs,2,male:single,none,2,real estate,37,none,own,1,unskilled resident,2,none,yes,Good Risk
no checking account,18,critical account,radio/tv,629,500 <= x < 1000 DM,>= 7 yrs,4,male:single,none,3,life insurance,32,bank,own,2,high qual/mgmt,1,yes,yes,Good Risk
< 0 DM,6,all paid back here,education,1198,< 100 DM,>= 7 yrs,4,female:div/dep/mar,none,4,no property,35,none,for free,1,skilled,1,none,yes,Bad Risk
no checking account,21,existing paid back,car (used),2476,no savings,>= 7 yrs,4,male:single,none,4,real estate,46,none,own,1,high qual/mgmt,1,yes,yes,Good Risk
< 0 DM,9,critical account,radio/tv,1138,< 100 DM,1 <= x < 4 yrs,4,male:single,none,4,real estate,25,none,own,2,unskilled resident,1,none,yes,Good Risk
0 <= x < 200 DM,60,existing paid back,car (new),14027,< 100 DM,4 <= x < 7 yrs,4,male:single,none,2,no property,27,none,own,1,high qual/mgmt,1,yes,yes,Bad Risk
no checking account,30,critical account,car (used),7596,no savings,>= 7 yrs,1,male:single,none,4,car,63,none,own,2,skilled,1,none,yes,Good Risk
no checking account,30,critical account,radio/tv,3077,no savings,>= 7 yrs,3,male:single,none,2,car,40,none,own,2,skilled,2,yes,yes,Good Risk
no checking account,18,existing paid back,radio/tv,1505,< 100 DM,1 <= x < 4 yrs,4,male:single,none,2,no property,32,none,for free,1,high qual/mgmt,1,yes,yes,Good Risk
>= 200 DM,24,critical account,radio/tv,3148,no savings,1 <= x < 4 yrs,3,male:single,none,2,car,31,none,own,2,skilled,1,yes,yes,Good Risk
0 <= x < 200 DM,20,no credits/all paid,car (used),6148,100 <= x < 500 DM,>= 7 yrs,3,male:mar/wid,none,4,car,31,bank,own,2,skilled,1,yes,yes,Good Risk
>= 200 DM,9,no credits/all paid,radio/tv,1337,< 100 DM,< 1 yr,4,male:single,none,2,car,34,none,own,2,high qual/mgmt,1,yes,yes,Bad Risk
0 <= x < 200 DM,6,all paid back here,education,433,>= 1000 DM,< 1 yr,4,female:div/dep/mar,none,2,life insurance,24,bank,rent,1,skilled,2,none,yes,Bad Risk
< 0 DM,12,existing paid back,car (new),1228,< 100 DM,1 <= x < 4 yrs,4,female:div/dep/mar,none,2,real estate,24,none,own,1,unskilled resident,1,none,yes,Bad Risk
0 <= x < 200 DM,9,existing paid back,radio/tv,790,500 <= x < 1000 DM,1 <= x < 4 yrs,4,female:div/dep/mar,none,3,real estate,66,none,own,1,unskilled resident,1,none,yes,Good Risk
no checking account,27,existing paid back,car (new),2570,< 100 DM,1 <= x < 4 yrs,3,female:div/dep/mar,none,3,real estate,21,none,rent,1,skilled,1,none,yes,Bad Risk
no checking account,6,critical account,car (new),250,>= 1000 DM,1 <= x < 4 yrs,2,female:div/dep/mar,none,2,real estate,41,bank,own,2,unskilled resident,1,none,yes,Good Risk
no checking account,15,critical account,radio/tv,1316,500 <= x < 1000 DM,1 <= x < 4 yrs,2,male:mar/wid,none,2,life insurance,47,none,own,2,unskilled resident,1,none,yes,Good Risk
< 0 DM,18,existing paid back,radio/tv,1882,< 100 DM,1 <= x < 4 yrs,4,female:div/dep/mar,none,4,car,25,bank,rent,2,skilled,1,none,yes,Bad Risk
0 <= x < 200 DM,48,all paid back here,business,6416,< 100 DM,>= 7 yrs,4,female:div/dep/mar,none,3,no property,59,none,rent,1,skilled,1,none,yes,Bad Risk
>= 200 DM,24,critical account,business,1275,>= 1000 DM,1 <= x < 4 yrs,2,male:divorced,none,4,real estate,36,none,own,2,skilled,1,yes,yes,Good Risk
0 <= x < 200 DM,24,delay in past,radio/tv,6403,< 100 DM,< 1 yr,1,male:single,none,2,car,33,none,own,1,skilled,1,none,yes,Good Risk
< 0 DM,24,existing paid back,radio/tv,1987,< 100 DM,1 <= x < 4 yrs,2,male:single,none,4,real estate,21,none,rent,1,unskilled resident,2,none,yes,Bad Risk
0 <= x < 200 DM,8,existing paid back,radio/tv,760,< 100 DM,4 <= x < 7 yrs,4,female:div/dep/mar,guarantor,2,real estate,44,none,own,1,unskilled resident,1,none,yes,Good Risk
no checking account,24,existing paid back,car (used),2603,>= 1000 DM,1 <= x < 4 yrs,2,female:div/dep/mar,none,4,car,28,none,rent,1,skilled,1,yes,yes,Good Risk
no checking account,4,critical account,car (new),3380,< 100 DM,4 <= x < 7 yrs,1,female:div/dep/mar,none,1,real estate,37,none,own,1,skilled,2,none,yes,Good Risk
0 <= x < 200 DM,36,all paid back here,domestic appliances,3990,no savings,< 1 yr,3,female:div/dep/mar,none,2,no property,29,bank,own,1,unemp/unskilled non-res,1,none,yes,Good Risk
0 <= x < 200 DM,24,existing paid back,car (used),11560,< 100 DM,1 <= x < 4 yrs,1,female:div/dep/mar,none,4,car,23,none,rent,2,high qual/mgmt,1,none,yes,Bad Risk
< 0 DM,18,existing paid back,car (new),4380,100 <= x < 500 DM,1 <= x < 4 yrs,3,male:single,none,4,car,35,none,own,1,unskilled resident,2,yes,yes,Good Risk
no checking account,6,critical account,car (new),6761,< 100 DM,4 <= x < 7 yrs,1,male:single,none,3,no property,45,none,own,2,high qual/mgmt,2,yes,yes,Good Risk
0 <= x < 200 DM,30,no credits/all paid,business,4280,100 <= x < 500 DM,1 <= x < 4 yrs,4,female:div/dep/mar,none,4,car,26,none,rent,2,unskilled resident,1,none,yes,Bad Risk
< 0 DM,24,all paid back here,car (new),2325,100 <= x < 500 DM,4 <= x < 7 yrs,2,male:single,none,3,car,32,bank,own,1,skilled,1,none,yes,Good Risk
0 <= x < 200 DM,10,all paid back here,radio/tv,1048,< 100 DM,1 <= x < 4 yrs,4,male:single,none,4,real estate,23,stores,own,1,unskilled resident,1,none,yes,Good Risk
no checking account,21,existing paid back,radio/tv,3160,no savings,>= 7 yrs,4,male:single,none,3,life insurance,41,none,own,1,skilled,1,yes,yes,Good Risk
< 0 DM,24,all paid back here,furniture/equip,2483,500 <= x < 1000 DM,1 <= x < 4 yrs,4,male:single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,Good Risk
< 0 DM,39,critical account,furniture/equip,14179,no savings,4 <= x < 7 yrs,4,male:single,none,4,life insurance,30,none,own,2,high qual/mgmt,1,yes,yes,Good Risk
< 0 DM,13,critical account,business,1797,< 100 DM,< 1 yr,3,male:single,none,1,life insurance,28,bank,own,2,unskilled resident,1,none,yes,Good Risk
< 0 DM,15,existing paid back,car (new),2511,< 100 DM,unemployed,1,female:div/dep/mar,none,4,car,23,none,rent,1,skilled,1,none,yes,Good Risk
< 0 DM,12,existing paid back,car (new),1274,< 100 DM,< 1 yr,3,female:div/dep/mar,none,1,real estate,37,none,own,1,unskilled resident,1,none,yes,Bad Risk
no checking account,21,existing paid back,car (used),5248,no savings,1 <= x < 4 yrs,1,male:single,none,3,car,26,none,own,1,skilled,1,none,yes,Good Risk
no checking account,15,existing paid back,car (used),3029,< 100 DM,4 <= x < 7 yrs,2,male:single,none,2,car,33,none,own,1,skilled,1,none,yes,Good Risk
< 0 DM,6,existing paid back,furniture/equip,428,< 100 DM,>= 7 yrs,2,female:div/dep/mar,none,1,life insurance,49,bank,own,1,skilled,1,yes,yes,Good Risk
< 0 DM,18,existing paid back,car (new),976,< 100 DM,< 1 yr,1,female:div/dep/mar,none,2,car,23,none,own,1,unskilled resident,1,none,yes,Bad Risk
0 <= x < 200 DM,12,existing paid back,business,841,100 <= x < 500 DM,4 <= x < 7 yrs,2,female:div/dep/mar,none,4,real estate,23,none,rent,1,unskilled resident,1,none,yes,Good Risk
no checking account,30,critical account,radio/tv,5771,< 100 DM,4 <= x < 7 yrs,4,female:div/dep/mar,none,2,car,25,none,own,2,skilled,1,none,yes,Good Risk
no checking account,12,delay in past,repairs,1555,>= 1000 DM,>= 7 yrs,4,male:single,none,4,no property,55,none,for free,2,skilled,2,none,yes,Bad Risk
< 0 DM,24,existing paid back,car (new),1285,no savings,4 <= x < 7 yrs,4,female:div/dep/mar,none,4,no property,32,none,rent,1,skilled,1,none,yes,Bad Risk
>= 200 DM,6,critical account,car (new),1299,< 100 DM,1 <= x < 4 yrs,1,male:single,none,1,real estate,74,none,own,3,unemp/unskilled non-res,2,none,no,Good Risk
>= 200 DM,15,critical account,radio/tv,1271,no savings,1 <= x < 4 yrs,3,male:single,none,4,no property,39,none,for free,2,skilled,1,yes,yes,Bad Risk
no checking account,24,existing paid back,car (new),1393,< 100 DM,1 <= x < 4 yrs,2,male:single,guarantor,2,real estate,31,none,own,1,skilled,1,yes,yes,Good Risk
< 0 DM,12,critical account,car (new),691,< 100 DM,>= 7 yrs,4,male:single,none,3,life insurance,35,none,own,2,skilled,1,none,yes,Bad Risk
no checking account,15,critical account,car (new),5045,no savings,>= 7 yrs,1,female:div/dep/mar,none,4,car,59,none,own,1,skilled,1,yes,yes,Good Risk
< 0 DM,18,critical account,furniture/equip,2124,< 100 DM,1 <= x < 4 yrs,4,female:div/dep/mar,none,4,real estate,24,none,rent,2,skilled,1,none,yes,Bad Risk
< 0 DM,12,existing paid back,radio/tv,2214,< 100 DM,1 <= x < 4 yrs,4,male:single,none,3,life insurance,24,none,own,1,unskilled resident,1,none,yes,Good Risk
no checking account,21,critical account,car (new),12680,no savings,>= 7 yrs,4,male:single,none,4,no property,30,none,for free,1,high qual/mgmt,1,yes,yes,Bad Risk
no checking account,24,critical account,car (new),2463,100 <= x < 500 DM,4 <= x < 7 yrs,4,male:mar/wid,none,3,life insurance,27,none,own,2,skilled,1,yes,yes,Good Risk
0 <= x < 200 DM,12,existing paid back,radio/tv,1155,< 100 DM,>= 7 yrs,3,male:mar/wid,guarantor,3,real estate,40,bank,own,2,unskilled resident,1,none,yes,Good Risk
< 0 DM,30,existing paid back,furniture/equip,3108,< 100 DM,< 1 yr,2,male:divorced,none,4,life insurance,31,none,own,1,unskilled resident,1,none,yes,Bad Risk
no checking account,10,existing paid back,car (used),2901,no savings,< 1 yr,1,female:div/dep/mar,none,4,real estate,31,none,rent,1,skilled,1,none,yes,Good Risk
0 <= x < 200 DM,12,critical account,furniture/equip,3617,< 100 DM,>= 7 yrs,1,male:single,none,4,car,28,none,rent,3,skilled,1,yes,yes,Good Risk
no checking account,12,critical account,radio/tv,1655,< 100 DM,>= 7 yrs,2,male:single,none,4,real estate,63,none,own,2,unskilled resident,1,yes,yes,Good Risk
< 0 DM,24,existing paid back,car (used),2812,no savings,>= 7 yrs,2,female:div/dep/mar,none,4,real estate,26,none,rent,1,skilled,1,none,yes,Good Risk
< 0 DM,36,critical account,education,8065,< 100 DM,1 <= x < 4 yrs,3,female:div/dep/mar,none,2,no property,25,none,own,2,high qual/mgmt,1,yes,yes,Bad Risk
no checking account,21,critical account,car (used),3275,< 100 DM,>= 7 yrs,1,male:single,none,4,car,36,none,own,1,high qual/mgmt,1,yes,yes,Good Risk
no checking account,24,critical account,radio/tv,2223,100 <= x < 500 DM,>= 7 yrs,4,male:single,none,4,life insurance,52,bank,own,2,skilled,1,none,yes,Good Risk
>= 200 DM,12,critical account,car (new),1480,500 <= x < 1000 DM,unemployed,2,male:single,none,4,no property,66,bank,for free,3,unemp/unskilled non-res,1,none,yes,Good Risk
< 0 DM,24,existing paid back,car (new),1371,no savings,1 <= x < 4 yrs,4,female:div/dep/mar,none,4,real estate,25,none,rent,1,skilled,1,none,yes,Bad Risk
no checking account,36,critical account,car (new),3535,< 100 DM,4 <= x < 7 yrs,4,male:single,none,4,car,37,none,own,2,skilled,1,yes,yes,Good Risk
< 0 DM,18,existing paid back,radio/tv,3509,< 100 DM,4 <= x < 7 yrs,4,female:div/dep/mar,guarantor,1,real estate,25,none,own,1,skilled,1,none,yes,Good Risk
no checking account,36,critical account,car (used),5711,>= 1000 DM,>= 7 yrs,4,male:single,none,2,car,38,none,own,2,high qual/mgmt,1,yes,yes,Good Risk
0 <= x < 200 DM,18,existing paid back,repairs,3872,< 100 DM,unemployed,2,female:div/dep/mar,none,4,car,67,none,own,1,skilled,1,yes,yes,Good Risk
0 <= x < 200 DM,39,critical account,radio/tv,4933,< 100 DM,4 <= x < 7 yrs,2,male:single,guarantor,2,real estate,25,none,own,2,skilled,1,none,yes,Bad Risk
no checking account,24,critical account,car (new),1940,>= 1000 DM,>= 7 yrs,4,male:single,none,4,real estate,60,none,own,1,skilled,1,yes,yes,Good Risk
0 <= x < 200 DM,12,no credits/all paid,retraining,1410,< 100 DM,1 <= x < 4 yrs,2,male:single,none,2,real estate,31,none,own,1,unskilled resident,1,yes,yes,Good Risk
0 <= x < 200 DM,12,existing paid back,car (new),836,100 <= x < 500 DM,< 1 yr,4,female:div/dep/mar,none,2,life insurance,23,bank,own,1,unskilled resident,1,none,yes,Bad Risk
0 <= x < 200 DM,20,existing paid back,car (used),6468,no savings,unemployed,1,male:divorced,none,4,real estate,60,none,own,1,high qual/mgmt,1,yes,yes,Good Risk
0 <= x < 200 DM,18,existing paid back,business,1941,>= 1000 DM,1 <= x < 4 yrs,4,male:single,none,2,life insurance,35,none,own,1,unskilled resident,1,yes,yes,Good Risk
no checking account,22,existing paid back,radio/tv,2675,500 <= x < 1000 DM,>= 7 yrs,3,male:single,none,4,car,40,none,own,1,skilled,1,none,yes,Good Risk
no checking account,48,critical account,car (used),2751,no savings,>= 7 yrs,4,male:single,none,3,car,38,none,own,2,skilled,2,yes,yes,Good Risk
0 <= x < 200 DM,48,delay in past,education,6224,< 100 DM,>= 7 yrs,4,male:single,none,4,no property,50,none,for free,1,skilled,1,none,yes,Bad Risk
< 0 DM,40,critical account,education,5998,< 100 DM,1 <= x < 4 yrs,4,male:single,none,3,no property,27,bank,own,1,skilled,1,yes,yes,Bad Risk
0 <= x < 200 DM,21,existing paid back,business,1188,< 100 DM,>= 7 yrs,2,female:div/dep/mar,none,4,life insurance,39,none,own,1,skilled,2,none,yes,Bad Risk
no checking account,24,existing paid back,car (used),6313,no savings,>= 7 yrs,3,male:single,none,4,car,41,none,own,1,high qual/mgmt,2,yes,yes,Good Risk
no checking account,6,critical account,furniture/equip,1221,no savings,1 <= x < 4 yrs,1,male:mar/wid,none,2,life insurance,27,none,own,2,skilled,1,none,yes,Good Risk
>= 200 DM,24,existing paid back,furniture/equip,2892,< 100 DM,>= 7 yrs,3,male:divorced,none,4,no property,51,none,for free,1,skilled,1,none,yes,Good Risk
no checking account,24,existing paid back,furniture/equip,3062,500 <= x < 1000 DM,>= 7 yrs,4,male:single,none,3,no property,32,none,rent,1,skilled,1,yes,yes,Good Risk
no checking account,9,existing paid back,furniture/equip,2301,100 <= x < 500 DM,< 1 yr,2,female:div/dep/mar,none,4,life insurance,22,none,rent,1,skilled,1,none,yes,Good Risk
< 0 DM,18,existing paid back,car (used),7511,no savings,>= 7 yrs,1,male:single,none,4,life insurance,51,none,for free,1,skilled,2,yes,yes,Bad Risk
no checking account,12,critical account,furniture/equip,1258,< 100 DM,< 1 yr,2,female:div/dep/mar,none,4,life insurance,22,none,rent,2,unskilled resident,1,none,yes,Good Risk
no checking account,24,delay in past,car (new),717,no savings,>= 7 yrs,4,male:mar/wid,none,4,car,54,none,own,2,skilled,1,yes,yes,Good Risk
0 <= x < 200 DM,9,existing paid back,car (new),1549,no savings,< 1 yr,4,male:single,none,2,real estate,35,none,own,1,unemp/unskilled non-res,1,none,yes,Good Risk
no checking account,24,critical account,education,1597,< 100 DM,>= 7 yrs,4,male:single,none,4,no property,54,none,for free,2,skilled,2,none,yes,Good Risk
0 <= x < 200 DM,18,critical account,radio/tv,1795,< 100 DM,>= 7 yrs,3,female:div/dep/mar,guarantor,4,real estate,48,bank,rent,2,unskilled resident,1,yes,yes,Good Risk
< 0 DM,20,critical account,furniture/equip,4272,< 100 DM,>= 7 yrs,1,female:div/dep/mar,none,4,life insurance,24,none,own,2,skilled,1,none,yes,Good Risk
no checking account,12,critical account,radio/tv,976,no savings,>= 7 yrs,4,male:single,none,4,car,35,none,own,2,skilled,1,none,yes,Good Risk
0 <= x < 200 DM,12,existing paid back,car (new),7472,no savings,unemployed,1,female:div/dep/mar,none,2,real estate,24,none,rent,1,unemp/unskilled non-res,1,none,yes,Good Risk
< 0 DM,36,existing paid back,car (new),9271,< 100 DM,4 <= x < 7 yrs,2,male:single,none,1,car,24,none,own,1,skilled,1,yes,yes,Bad Risk
0 <= x < 200 DM,6,existing paid back,radio/tv,590,< 100 DM,< 1 yr,3,male:mar/wid,none,3,real estate,26,none,own,1,unskilled resident,1,none,no,Good Risk
no checking account,12,critical account,radio/tv,930,no savings,>= 7 yrs,4,male:single,none,4,real estate,65,none,own,4,skilled,1,none,yes,Good Risk
0 <= x < 200 DM,42,all paid back here,car (used),9283,< 100 DM,unemployed,1,male:single,none,2,no property,55,bank,for free,1,high qual/mgmt,1,yes,yes,Good Risk
0 <= x < 200 DM,15,no credits/all paid,car (new),1778,< 100 DM,< 1 yr,2,female:div/dep/mar,none,1,real estate,26,none,rent,2,unemp/unskilled non-res,1,none,yes,Bad Risk
0 <= x < 200 DM,8,existing paid back,business,907,< 100 DM,< 1 yr,3,male:mar/wid,none,2,real estate,26,none,own,1,skilled,1,yes,yes,Good Risk
0 <= x < 200 DM,6,existing paid back,radio/tv,484,< 100 DM,4 <= x < 7 yrs,3,male:mar/wid,guarantor,3,real estate,28,bank,own,1,unskilled resident,1,none,yes,Good Risk
< 0 DM,36,critical account,car (used),9629,< 100 DM,4 <= x < 7 yrs,4,male:single,none,4,car,24,none,own,2,skilled,1,yes,yes,Bad Risk
< 0 DM,48,existing paid back,domestic appliances,3051,< 100 DM,1 <= x < 4 yrs,3,male:single,none,4,car,54,none,own,1,skilled,1,none,yes,Bad Risk
< 0 DM,48,existing paid back,car (new),3931,< 100 DM,4 <= x < 7 yrs,4,male:single,none,4,no property,46,none,for free,1,skilled,2,none,yes,Bad Risk
0 <= x < 200 DM,36,delay in past,car (new),7432,< 100 DM,1 <= x < 4 yrs,2,female:div/dep/mar,none,2,life insurance,54,none,rent,1,skilled,1,none,yes,Good Risk
no checking account,6,existing paid back,domestic appliances,1338,500 <= x < 1000 DM,1 <= x < 4 yrs,1,male:divorced,none,4,real estate,62,none,own,1,skilled,1,none,yes,Good Risk
no checking account,6,critical account,radio/tv,1554,< 100 DM,4 <= x < 7 yrs,1,female:div/dep/mar,none,2,car,24,none,rent,2,skilled,1,yes,yes,Good Risk
